nu dvA wA eA rpA iA dvB wB eB rpB iB
148 461.992375 248.961676 0.7 7966.2 64 3517.79654 187.038324 0.7 7966.2 64
148.5 462.502816 249.103044 0.7 7966.2 64 3475.58967 187.896956 0.7 7966.2 64
149 463.130601 249.245728 0.7 7966.2 64 3433.2678 188.754272 0.7 7966.2 64
149.5 463.879023 249.389784 0.7 7966.2 64 3390.83748 189.610216 0.7 7966.2 64
150 464.751528 249.535272 0.7 7966.2 64 3348.30547 190.464728 0.7 7966.2 64
150.5 465.751727 249.682252 0.7 7966.2 64 3305.67869 191.317748 0.7 7966.2 64
151 466.883405 249.830788 0.7 7966.2 64 3262.96426 192.169212 0.7 7966.2 64
151.5 468.150524 249.980945 0.7 7966.2 64 3220.1695 193.019055 0.7 7966.2 64
152 469.557238 250.132794 0.7 7966.2 64 3177.30193 193.867206 0.7 7966.2 64
152.5 471.107898 250.286406 0.7 7966.2 64 3134.36929 194.713594 0.7 7966.2 64
153 472.807064 250.441856 0.7 7966.2 64 3091.37953 195.558144 0.7 7966.2 64
153.5 474.659511 250.599224 0.7 7966.2 64 3048.34087 196.400776 0.7 7966.2 64
154 476.670247 250.75859 0.7 7966.2 64 3005.26175 197.24141 0.7 7966.2 64
154.5 478.844515 250.920041 0.7 7966.2 64 2962.15086 198.079959 0.7 7966.2 64
155 481.187811 251.083666 0.7 7966.2 64 2919.01717 198.916334 0.7 7966.2 64
155.5 483.705892 251.249558 0.7 7966.2 64 2875.86993 199.750442 0.7 7966.2 64
156 486.404788 251.417815 0.7 7966.2 64 2832.71866 200.582185 0.7 7966.2 64
156.5 489.290816 251.588538 0.7 7966.2 64 2789.57322 201.411462 0.7 7966.2 64
157 492.370592 251.761834 0.7 7966.2 64 2746.44374 202.238166 0.7 7966.2 64
157.5 495.651042 251.937813 0.7 7966.2 64 2703.3407 203.062187 0.7 7966.2 64
158 499.139418 252.116593 0.7 7966.2 64 2660.27492 203.883407 0.7 7966.2 64
158.5 502.843308 252.298293 0.7 7966.2 64 2617.25756 204.701707 0.7 7966.2 64
159 506.770652 252.48304 0.7 7966.2 64 2574.30015 205.51696 0.7 7966.2 64
159.5 510.929754 252.670965 0.7 7966.2 64 2531.41461 206.329035 0.7 7966.2 64
160 515.329295 252.862207 0.7 7966.2 64 2488.61324 207.137793 0.7 7966.2 64
160.5 519.978345 253.056909 0.7 7966.2 64 2445.90873 207.943091 0.7 7966.2 64
161 524.886379 253.255221 0.7 7966.2 64 2403.31421 208.744779 0.7 7966.2 64
161.5 530.063283 253.457297 0.7 7966.2 64 2360.84323 209.542703 0.7 7966.2 64
162 535.51937 253.663301 0.7 7966.2 64 2318.50976 210.336699 0.7 7966.2 64
162.5 541.265389 253.873402 0.7 7966.2 64 2276.32824 211.126598 0.7 7966.2 64
163 547.312532 254.087775 0.7 7966.2 64 2234.31355 211.912225 0.7 7966.2 64
163.5 553.672443 254.306602 0.7 7966.2 64 2192.48106 212.693398 0.7 7966.2 64
164 560.357222 254.530075 0.7 7966.2 64 2150.84656 213.469925 0.7 7966.2 64
164.5 567.37943 254.758388 0.7 7966.2 64 2109.42636 214.241612 0.7 7966.2 64
165 574.752085 254.991745 0.7 7966.2 64 2068.23721 215.008255 0.7 7966.2 64
165.5 582.488667 255.230359 0.7 7966.2 64 2027.29633 215.769641 0.7 7966.2 64
166 590.603103 255.474445 0.7 7966.2 64 1986.62142 216.525555 0.7 7966.2 64
166.5 599.109765 255.724229 0.7 7966.2 64 1946.23062 217.275771 0.7 7966.2 64
167 608.023448 255.979941 0.7 7966.2 64 1906.14249 218.020059 0.7 7966.2 64
167.5 617.359357 256.241819 0.7 7966.2 64 1866.37603 218.758181 0.7 7966.2 64
168 627.133076 256.510107 0.7 7966.2 64 1826.95062 219.489893 0.7 7966.2 64
168.5 637.360539 256.785053 0.7 7966.2 64 1787.886 220.214947 0.7 7966.2 64
169 648.057992 257.066912 0.7 7966.2 64 1749.20223 220.933088 0.7 7966.2 64
169.5 659.241948 257.355941 0.7 7966.2 64 1710.91963 221.644059 0.7 7966.2 64
170 670.929131 257.652403 0.7 7966.2 64 1673.05877 222.347597 0.7 7966.2 64
170.5 683.13642 257.956562 0.7 7966.2 64 1635.64035 223.043438 0.7 7966.2 64
171 695.880775 258.268684 0.7 7966.2 64 1598.68517 223.731316 0.7 7966.2 64
171.5 709.179164 258.589038 0.7 7966.2 64 1562.21406 224.410962 0.7 7966.2 64
172 723.048473 258.917887 0.7 7966.2 64 1526.24774 225.082113 0.7 7966.2 64
172.5 737.505417 259.255498 0.7 7966.2 64 1490.8068 225.744502 0.7 7966.2 64
173 752.566432 259.602131 0.7 7966.2 64 1455.91154 226.397869 0.7 7966.2 64
173.5 768.247574 259.958041 0.7 7966.2 64 1421.58187 227.041959 0.7 7966.2 64
174 784.564399 260.323477 0.7 7966.2 64 1387.83724 227.676523 0.7 7966.2 64
174.5 801.531847 260.69868 0.7 7966.2 64 1354.69646 228.30132 0.7 7966.2 64
175 819.164116 261.08388 0.7 7966.2 64 1322.17761 228.91612 0.7 7966.2 64
175.5 837.47454 261.479295 0.7 7966.2 64 1290.29791 229.520705 0.7 7966.2 64
176 856.475463 261.885129 0.7 7966.2 64 1259.0736 230.114871 0.7 7966.2 64
176.5 876.178115 262.30157 0.7 7966.2 64 1228.51981 230.69843 0.7 7966.2 64
177 896.5925 262.72879 0.7 7966.2 64 1198.65042 231.27121 0.7 7966.2 64
177.5 917.727276 263.16694 0.7 7966.2 64 1169.47801 231.83306 0.7 7966.2 64
178 939.589659 263.616151 0.7 7966.2 64 1141.01367 232.383849 0.7 7966.2 64
178.5 962.185331 264.076533 0.7 7966.2 64 1113.26701 232.923467 0.7 7966.2 64
179 985.518361 264.548172 0.7 7966.2 64 1086.24599 233.451828 0.7 7966.2 64
179.5 1009.59114 265.03113 0.7 7966.2 64 1059.95691 233.96887 0.7 7966.2 64
180 1034.40435 265.525445 0.7 7966.2 64 1034.40435 234.474555 0.7 7966.2 64
180.5 1059.95691 266.03113 0.7 7966.2 64 1009.59114 234.96887 0.7 7966.2 64
181 1086.24599 266.548172 0.7 7966.2 64 985.518361 235.451828 0.7 7966.2 64
181.5 1113.26701 267.076533 0.7 7966.2 64 962.185331 235.923467 0.7 7966.2 64
182 1141.01367 267.616151 0.7 7966.2 64 939.589659 236.383849 0.7 7966.2 64
182.5 1169.47801 268.16694 0.7 7966.2 64 917.727276 236.83306 0.7 7966.2 64
183 1198.65042 268.72879 0.7 7966.2 64 896.5925 237.27121 0.7 7966.2 64
183.5 1228.51981 269.30157 0.7 7966.2 64 876.178115 237.69843 0.7 7966.2 64
184 1259.0736 269.885129 0.7 7966.2 64 856.475463 238.114871 0.7 7966.2 64
184.5 1290.29791 270.479295 0.7 7966.2 64 837.47454 238.520705 0.7 7966.2 64
185 1322.17761 271.08388 0.7 7966.2 64 819.164116 238.91612 0.7 7966.2 64
185.5 1354.69646 271.69868 0.7 7966.2 64 801.531847 239.30132 0.7 7966.2 64
186 1387.83724 272.323477 0.7 7966.2 64 784.564399 239.676523 0.7 7966.2 64
186.5 1421.58187 272.958041 0.7 7966.2 64 768.247574 240.041959 0.7 7966.2 64
187 1455.91154 273.602131 0.7 7966.2 64 752.566432 240.397869 0.7 7966.2 64
187.5 1490.8068 274.255498 0.7 7966.2 64 737.505417 240.744502 0.7 7966.2 64
188 1526.24774 274.917887 0.7 7966.2 64 723.048473 241.082113 0.7 7966.2 64
188.5 1562.21406 275.589038 0.7 7966.2 64 709.179164 241.410962 0.7 7966.2 64
189 1598.68517 276.268684 0.7 7966.2 64 695.880775 241.731316 0.7 7966.2 64
189.5 1635.64035 276.956562 0.7 7966.2 64 683.13642 242.043438 0.7 7966.2 64
190 1673.05877 277.652403 0.7 7966.2 64 670.929131 242.347597 0.7 7966.2 64
190.5 1710.91963 278.355941 0.7 7966.2 64 659.241948 242.644059 0.7 7966.2 64
191 1749.20223 279.066912 0.7 7966.2 64 648.057992 242.933088 0.7 7966.2 64
191.5 1787.886 279.785053 0.7 7966.2 64 637.360539 243.214947 0.7 7966.2 64
192 1826.95062 280.510107 0.7 7966.2 64 627.133076 243.489893 0.7 7966.2 64
192.5 1866.37603 281.241819 0.7 7966.2 64 617.359357 243.758181 0.7 7966.2 64
193 1906.14249 281.979941 0.7 7966.2 64 608.023448 244.020059 0.7 7966.2 64
193.5 1946.23062 282.724229 0.7 7966.2 64 599.109765 244.275771 0.7 7966.2 64
194 1986.62142 283.474445 0.7 7966.2 64 590.603103 244.525555 0.7 7966.2 64
194.5 2027.29633 284.230359 0.7 7966.2 64 582.488667 244.769641 0.7 7966.2 64
195 2068.23721 284.991745 0.7 7966.2 64 574.752085 245.008255 0.7 7966.2 64
195.5 2109.42636 285.758388 0.7 7966.2 64 567.37943 245.241612 0.7 7966.2 64
196 2150.84656 286.530075 0.7 7966.2 64 560.357222 245.469925 0.7 7966.2 64
196.5 2192.48106 287.306602 0.7 7966.2 64 553.672443 245.693398 0.7 7966.2 64
197 2234.31355 288.087775 0.7 7966.2 64 547.312532 245.912225 0.7 7966.2 64
197.5 2276.32824 288.873402 0.7 7966.2 64 541.265389 246.126598 0.7 7966.2 64
198 2318.50976 289.663301 0.7 7966.2 64 535.51937 246.336699 0.7 7966.2 64
198.5 2360.84323 290.457297 0.7 7966.2 64 530.063283 246.542703 0.7 7966.2 64
199 2403.31421 291.255221 0.7 7966.2 64 524.886379 246.744779 0.7 7966.2 64
199.5 2445.90873 292.056909 0.7 7966.2 64 519.978345 246.943091 0.7 7966.2 64
200 2488.61324 292.862207 0.7 7966.2 64 515.329295 247.137793 0.7 7966.2 64
200.5 2531.41461 293.670965 0.7 7966.2 64 510.929754 247.329035 0.7 7966.2 64
201 2574.30015 294.48304 0.7 7966.2 64 506.770652 247.51696 0.7 7966.2 64
201.5 2617.25756 295.298293 0.7 7966.2 64 502.843308 247.701707 0.7 7966.2 64
202 2660.27492 296.116593 0.7 7966.2 64 499.139418 247.883407 0.7 7966.2 64
202.5 2703.3407 296.937813 0.7 7966.2 64 495.651042 248.062187 0.7 7966.2 64
203 2746.44374 297.761834 0.7 7966.2 64 492.370592 248.238166 0.7 7966.2 64
203.5 2789.57322 298.588538 0.7 7966.2 64 489.290816 248.411462 0.7 7966.2 64
204 2832.71866 299.417815 0.7 7966.2 64 486.404788 248.582185 0.7 7966.2 64
204.5 2875.86993 300.249558 0.7 7966.2 64 483.705892 248.750442 0.7 7966.2 64
205 2919.01717 301.083666 0.7 7966.2 64 481.187811 248.916334 0.7 7966.2 64
205.5 2962.15086 301.920041 0.7 7966.2 64 478.844515 249.079959 0.7 7966.2 64
206 3005.26175 302.75859 0.7 7966.2 64 476.670247 249.24141 0.7 7966.2 64
206.5 3048.34087 303.599224 0.7 7966.2 64 474.659511 249.400776 0.7 7966.2 64
207 3091.37953 304.441856 0.7 7966.2 64 472.807064 249.558144 0.7 7966.2 64
207.5 3134.36929 305.286406 0.7 7966.2 64 471.107898 249.713594 0.7 7966.2 64
208 3177.30193 306.132794 0.7 7966.2 64 469.557238 249.867206 0.7 7966.2 64
208.5 3220.1695 306.980945 0.7 7966.2 64 468.150524 250.019055 0.7 7966.2 64
209 3262.96426 307.830788 0.7 7966.2 64 466.883405 250.169212 0.7 7966.2 64
209.5 3305.67869 308.682252 0.7 7966.2 64 465.751727 250.317748 0.7 7966.2 64
210 3348.30547 309.535272 0.7 7966.2 64 464.751528 250.464728 0.7 7966.2 64
210.5 3390.83748 310.389784 0.7 7966.2 64 463.879023 250.610216 0.7 7966.2 64
211 3433.2678 311.245728 0.7 7966.2 64 463.130601 250.754272 0.7 7966.2 64
211.5 3475.58967 312.103044 0.7 7966.2 64 462.502816 250.896956 0.7 7966.2 64
212 3517.79654 312.961676 0.7 7966.2 64 461.992375 251.038324 0.7 7966.2 64
212.5 3559.88201 313.821572 0.7 7966.2 64 461.596137 251.178428 0.7 7966.2 64
213 3601.83982 314.682678 0.7 7966.2 64 461.311101 251.317322 0.7 7966.2 64
213.5 3643.66389 315.544945 0.7 7966.2 64 461.134402 251.455055 0.7 7966.2 64
214 3685.34829 316.408325 0.7 7966.2 64 461.063304 251.591675 0.7 7966.2 64
214.5 3726.88723 317.272773 0.7 7966.2 64 461.095193 251.727227 0.7 7966.2 64
215 3768.27504 318.138244 0.7 7966.2 64 461.227573 251.861756 0.7 7966.2 64
215.5 3809.5062 319.004695 0.7 7966.2 64 461.458059 251.995305 0.7 7966.2 64
216 3850.57532 319.872086 0.7 7966.2 64 461.784373 252.127914 0.7 7966.2 64
216.5 3891.47711 320.740378 0.7 7966.2 64 462.204338 252.259622 0.7 7966.2 64
217 3932.20643 321.609531 0.7 7966.2 64 462.715875 252.390469 0.7 7966.2 64
217.5 3972.75822 322.47951 0.7 7966.2 64 463.316995 252.52049 0.7 7966.2 64
218 4013.12755 323.35028 0.7 7966.2 64 464.005799 252.64972 0.7 7966.2 64
218.5 4053.3096 324.221806 0.7 7966.2 64 464.780471 252.778194 0.7 7966.2 64
219 4093.29963 325.094055 0.7 7966.2 64 465.639277 252.905945 0.7 7966.2 64
219.5 4133.09303 325.966997 0.7 7966.2 64 466.580557 253.033003 0.7 7966.2 64
220 4172.68525 326.840599 0.7 7966.2 64 467.602725 253.159401 0.7 7966.2 64
220.5 4212.07186 327.714834 0.7 7966.2 64 468.704266 253.285166 0.7 7966.2 64
221 4251.24851 328.589671 0.7 7966.2 64 469.883731 253.410329 0.7 7966.2 64
221.5 4290.21093 329.465084 0.7 7966.2 64 471.139733 253.534916 0.7 7966.2 64
222 4328.95495 330.341046 0.7 7966.2 64 472.470949 253.658954 0.7 7966.2 64
222.5 4367.47646 331.21753 0.7 7966.2 64 473.876112 253.78247 0.7 7966.2 64
223 4405.77146 332.094513 0.7 7966.2 64 475.354011 253.905487 0.7 7966.2 64
223.5 4443.83598 332.971969 0.7 7966.2 64 476.903489 254.028031 0.7 7966.2 64
224 4481.66618 333.849875 0.7 7966.2 64 478.523439 254.150125 0.7 7966.2 64
224.5 4519.25825 334.728208 0.7 7966.2 64 480.212803 254.271792 0.7 7966.2 64
225 4556.60847 335.606946 0.7 7966.2 64 481.970571 254.393054 0.7 7966.2 64
225.5 4593.71319 336.486068 0.7 7966.2 64 483.795776 254.513932 0.7 7966.2 64
226 4630.56883 337.365553 0.7 7966.2 64 485.687495 254.634447 0.7 7966.2 64
226.5 4667.17185 338.24538 0.7 7966.2 64 487.644844 254.75462 0.7 7966.2 64
227 4703.51881 339.125531 0.7 7966.2 64 489.666982 254.874469 0.7 7966.2 64
227.5 4739.60632 340.005984 0.7 7966.2 64 491.753102 254.994016 0.7 7966.2 64
228 4775.43104 340.886723 0.7 7966.2 64 493.902435 255.113277 0.7 7966.2 64
228.5 4810.98969 341.767729 0.7 7966.2 64 496.114246 255.232271 0.7 7966.2 64
229 4846.27908 342.648984 0.7 7966.2 64 498.387835 255.351016 0.7 7966.2 64
229.5 4881.29604 343.530471 0.7 7966.2 64 500.722532 255.469529 0.7 7966.2 64
230 4916.03748 344.412173 0.7 7966.2 64 503.1177 255.587827 0.7 7966.2 64
230.5 4950.50035 345.294074 0.7 7966.2 64 505.572728 255.705926 0.7 7966.2 64
231 4984.68167 346.176157 0.7 7966.2 64 508.087036 255.823843 0.7 7966.2 64
231.5 5018.57851 347.058408 0.7 7966.2 64 510.660072 255.941592 0.7 7966.2 64
232 5052.18799 347.940811 0.7 7966.2 64 513.291308 256.059189 0.7 7966.2 64
232.5 5085.50727 348.823351 0.7 7966.2 64 515.980243 256.176649 0.7 7966.2 64
233 5118.53359 349.706013 0.7 7966.2 64 518.7264 256.293987 0.7 7966.2 64
233.5 5151.26422 350.588784 0.7 7966.2 64 521.529324 256.411216 0.7 7966.2 64
234 5183.69648 351.471649 0.7 7966.2 64 524.388585 256.528351 0.7 7966.2 64
234.5 5215.82775 352.354594 0.7 7966.2 64 527.303774 256.645406 0.7 7966.2 64
235 5247.65544 353.237607 0.7 7966.2 64 530.274501 256.762393 0.7 7966.2 64
235.5 5279.17704 354.120674 0.7 7966.2 64 533.300398 256.879326 0.7 7966.2 64
236 5310.39005 355.003782 0.7 7966.2 64 536.381118 256.996218 0.7 7966.2 64
236.5 5341.29205 355.886918 0.7 7966.2 64 539.516331 257.113082 0.7 7966.2 64
237 5371.88064 356.77007 0.7 7966.2 64 542.705724 257.22993 0.7 7966.2 64
237.5 5402.15348 357.653226 0.7 7966.2 64 545.949005 257.346774 0.7 7966.2 64
238 5432.10827 358.536374 0.7 7966.2 64 549.245897 257.463626 0.7 7966.2 64
238.5 5461.74277 359.419502 0.7 7966.2 64 552.596139 257.580498 0.7 7966.2 64
239 5491.05477 0.302598129 0.7 7966.2 64 555.999488 257.697402 0.7 7966.2 64
239.5 5520.0421 1.18565133 0.7 7966.2 64 559.455715 257.814349 0.7 7966.2 64
240 5548.70264 2.06865019 0.7 7966.2 64 562.964606 257.93135 0.7 7966.2 64
240.5 5577.03432 2.95158361 0.7 7966.2 64 566.525962 258.048416 0.7 7966.2 64
241 5605.03512 3.83444061 0.7 7966.2 64 570.139598 258.165559 0.7 7966.2 64
241.5 5632.70303 4.7172104 0.7 7966.2 64 573.805342 258.28279 0.7 7966.2 64
242 5660.03612 5.5998823 0.7 7966.2 64 577.523037 258.400118 0.7 7966.2 64
242.5 5687.03248 6.48244577 0.7 7966.2 64 581.292537 258.517554 0.7 7966.2 64
243 5713.69025 7.36489041 0.7 7966.2 64 585.113711 258.63511 0.7 7966.2 64
243.5 5740.00762 8.24720592 0.7 7966.2 64 588.986436 258.752794 0.7 7966.2 64
244 5765.9828 9.12938211 0.7 7966.2 64 592.910606 258.870618 0.7 7966.2 64
244.5 5791.61406 10.0114089 0.7 7966.2 64 596.886122 258.988591 0.7 7966.2 64
245 5816.89971 10.8932764 0.7 7966.2 64 600.9129 259.106724 0.7 7966.2 64
245.5 5841.83809 11.7749746 0.7 7966.2 64 604.990864 259.225025 0.7 7966.2 64
246 5866.4276 12.6564938 0.7 7966.2 64 609.11995 259.343506 0.7 7966.2 64
246.5 5890.66666 13.5378242 0.7 7966.2 64 613.300106 259.462176 0.7 7966.2 64
247 5914.55374 14.4189563 0.7 7966.2 64 617.531286 259.581044 0.7 7966.2 64
247.5 5938.08736 15.2998805 0.7 7966.2 64 621.813459 259.700119 0.7 7966.2 64
248 5961.26607 16.1805874 0.7 7966.2 64 626.1466 259.819413 0.7 7966.2 64
248.5 5984.08846 17.0610674 0.7 7966.2 64 630.530695 259.938933 0.7 7966.2 64
249 6006.55316 17.9413112 0.7 7966.2 64 634.965739 260.058689 0.7 7966.2 64
249.5 6028.65884 18.8213096 0.7 7966.2 64 639.451737 260.17869 0.7 7966.2 64
250 6050.40422 19.7010533 0.7 7966.2 64 643.988701 260.298947 0.7 7966.2 64
250.5 6071.78805 20.5805331 0.7 7966.2 64 648.576654 260.419467 0.7 7966.2 64
251 6092.80913 21.4597397 0.7 7966.2 64 653.215626 260.54026 0.7 7966.2 64
251.5 6113.46628 22.3386642 0.7 7966.2 64 657.905657 260.661336 0.7 7966.2 64
252 6133.75838 23.2172975 0.7 7966.2 64 662.646792 260.782703 0.7 7966.2 64
252.5 6153.68434 24.0956304 0.7 7966.2 64 667.439089 260.90437 0.7 7966.2 64
253 6173.24312 24.9736539 0.7 7966.2 64 672.28261 261.026346 0.7 7966.2 64
253.5 6192.4337 25.8513591 0.7 7966.2 64 677.177427 261.148641 0.7 7966.2 64
254 6211.25511 26.7287369 0.7 7966.2 64 682.123619 261.271263 0.7 7966.2 64
254.5 6229.70643 27.6057785 0.7 7966.2 64 687.121272 261.394222 0.7 7966.2 64
255 6247.78677 28.4824748 0.7 7966.2 64 692.170481 261.517525 0.7 7966.2 64
255.5 6265.49527 29.3588169 0.7 7966.2 64 697.271347 261.641183 0.7 7966.2 64
256 6282.83113 30.2347959 0.7 7966.2 64 702.42398 261.765204 0.7 7966.2 64
256.5 6299.79358 31.110403 0.7 7966.2 64 707.628496 261.889597 0.7 7966.2 64
257 6316.38187 31.985629 0.7 7966.2 64 712.885018 262.014371 0.7 7966.2 64
257.5 6332.59532 32.8604652 0.7 7966.2 64 718.193676 262.139535 0.7 7966.2 64
258 6348.43328 33.7349027 0.7 7966.2 64 723.554609 262.265097 0.7 7966.2 64
258.5 6363.89513 34.6089324 0.7 7966.2 64 728.967961 262.391068 0.7 7966.2 64
259 6378.98029 35.4825454 0.7 7966.2 64 734.433882 262.517455 0.7 7966.2 64
259.5 6393.68824 36.3557329 0.7 7966.2 64 739.952531 262.644267 0.7 7966.2 64
260 6408.01846 37.2284858 0.7 7966.2 64 745.524073 262.771514 0.7 7966.2 64
260.5 6421.97051 38.1007952 0.7 7966.2 64 751.148679 262.899205 0.7 7966.2 64
261 6435.54397 38.972652 0.7 7966.2 64 756.826528 263.027348 0.7 7966.2 64
261.5 6448.73845 39.8440473 0.7 7966.2 64 762.557803 263.155953 0.7 7966.2 64
262 6461.55362 40.7149719 0.7 7966.2 64 768.342696 263.285028 0.7 7966.2 64
262.5 6473.98918 41.5854169 0.7 7966.2 64 774.181405 263.414583 0.7 7966.2 64
263 6486.04486 42.4553731 0.7 7966.2 64 780.074133 263.544627 0.7 7966.2 64
263.5 6497.72045 43.3248313 0.7 7966.2 64 786.021092 263.675169 0.7 7966.2 64
264 6509.01575 44.1937825 0.7 7966.2 64 792.022498 263.806217 0.7 7966.2 64
264.5 6519.93063 45.0622174 0.7 7966.2 64 798.078574 263.937783 0.7 7966.2 64
265 6530.46498 45.9301268 0.7 7966.2 64 804.18955 264.069873 0.7 7966.2 64
265.5 6540.61873 46.7975013 0.7 7966.2 64 810.355661 264.202499 0.7 7966.2 64
266 6550.39186 47.6643318 0.7 7966.2 64 816.57715 264.335668 0.7 7966.2 64
266.5 6559.78438 48.5306087 0.7 7966.2 64 822.854265 264.469391 0.7 7966.2 64
267 6568.79634 49.3963227 0.7 7966.2 64 829.187261 264.603677 0.7 7966.2 64
267.5 6577.42782 50.2614643 0.7 7966.2 64 835.576398 264.738536 0.7 7966.2 64
268 6585.67897 51.1260241 0.7 7966.2 64 842.021944 264.873976 0.7 7966.2 64
268.5 6593.54995 51.9899923 0.7 7966.2 64 848.524171 265.010008 0.7 7966.2 64
269 6601.04096 52.8533595 0.7 7966.2 64 855.083358 265.14664 0.7 7966.2 64
269.5 6608.15225 53.7161159 0.7 7966.2 64 861.699793 265.283884 0.7 7966.2 64
270 6614.88412 54.5782518 0.7 7966.2 64 868.373765 265.421748 0.7 7966.2 64
270.5 6621.23687 55.4397575 0.7 7966.2 64 875.105573 265.560243 0.7 7966.2 64
271 6627.21088 56.3006229 0.7 7966.2 64 881.895521 265.699377 0.7 7966.2 64
271.5 6632.80655 57.1608382 0.7 7966.2 64 888.74392 265.839162 0.7 7966.2 64
272 6638.02433 58.0203935 0.7 7966.2 64 895.651084 265.979607 0.7 7966.2 64
272.5 6642.86468 58.8792786 0.7 7966.2 64 902.617338 266.120721 0.7 7966.2 64
273 6647.32814 59.7374834 0.7 7966.2 64 909.643009 266.262517 0.7 7966.2 64
273.5 6651.41526 60.5949977 0.7 7966.2 64 916.728433 266.405002 0.7 7966.2 64
274 6655.12664 61.4518112 0.7 7966.2 64 923.87395 266.548189 0.7 7966.2 64
274.5 6658.46291 62.3079136 0.7 7966.2 64 931.079908 266.692086 0.7 7966.2 64
275 6661.42475 63.1632944 0.7 7966.2 64 938.34666 266.836706 0.7 7966.2 64
275.5 6664.01289 64.0179432 0.7 7966.2 64 945.674565 266.982057 0.7 7966.2 64
276 6666.22805 64.8718493 0.7 7966.2 64 953.063989 267.128151 0.7 7966.2 64
276.5 6668.07106 65.725002 0.7 7966.2 64 960.515305 267.274998 0.7 7966.2 64
277 6669.54272 66.5773906 0.7 7966.2 64 968.028889 267.422609 0.7 7966.2 64
277.5 6670.64392 67.4290043 0.7 7966.2 64 975.605128 267.570996 0.7 7966.2 64
278 6671.37556 68.279832 0.7 7966.2 64 983.24441 267.720168 0.7 7966.2 64
278.5 6671.73858 69.1298628 0.7 7966.2 64 990.947133 267.870137 0.7 7966.2 64
279 6671.73399 69.9790856 0.7 7966.2 64 998.7137 268.020914 0.7 7966.2 64
279.5 6671.36279 70.8274891 0.7 7966.2 64 1006.54452 268.172511 0.7 7966.2 64
280 6670.62605 71.675062 0.7 7966.2 64 1014.44001 268.324938 0.7 7966.2 64
280.5 6669.52488 72.5217929 0.7 7966.2 64 1022.40059 268.478207 0.7 7966.2 64
281 6668.06042 73.3676704 0.7 7966.2 64 1030.42669 268.63233 0.7 7966.2 64
281.5 6666.23384 74.2126828 0.7 7966.2 64 1038.51874 268.787317 0.7 7966.2 64
282 6664.04637 75.0568184 0.7 7966.2 64 1046.67719 268.943182 0.7 7966.2 64
282.5 6661.49925 75.9000654 0.7 7966.2 64 1054.90248 269.099935 0.7 7966.2 64
283 6658.59379 76.7424119 0.7 7966.2 64 1063.19506 269.257588 0.7 7966.2 64
283.5 6655.33131 77.5838459 0.7 7966.2 64 1071.5554 269.416154 0.7 7966.2 64
284 6651.71319 78.4243552 0.7 7966.2 64 1079.98395 269.575645 0.7 7966.2 64
284.5 6647.74083 79.2639276 0.7 7966.2 64 1088.4812 269.736072 0.7 7966.2 64
285 6643.41569 80.1025509 0.7 7966.2 64 1097.04763 269.897449 0.7 7966.2 64
285.5 6638.73924 80.9402124 0.7 7966.2 64 1105.6837 270.059788 0.7 7966.2 64
286 6633.71301 81.7768996 0.7 7966.2 64 1114.38993 270.2231 0.7 7966.2 64
286.5 6628.33857 82.6125999 0.7 7966.2 64 1123.1668 270.3874 0.7 7966.2 64
287 6622.6175 83.4473005 0.7 7966.2 64 1132.01482 270.552699 0.7 7966.2 64
287.5 6616.55146 84.2809884 0.7 7966.2 64 1140.93451 270.719012 0.7 7966.2 64
288 6610.1421 85.1136506 0.7 7966.2 64 1149.92637 270.886349 0.7 7966.2 64
288.5 6603.39114 85.9452739 0.7 7966.2 64 1158.99093 271.054726 0.7 7966.2 64
289 6596.30034 86.775845 0.7 7966.2 64 1168.12872 271.224155 0.7 7966.2 64
289.5 6588.87147 87.6053506 0.7 7966.2 64 1177.34028 271.394649 0.7 7966.2 64
290 6581.10637 88.4337771 0.7 7966.2 64 1186.62614 271.566223 0.7 7966.2 64
290.5 6573.00688 89.2611109 0.7 7966.2 64 1195.98686 271.738889 0.7 7966.2 64
291 6564.57492 90.0873381 0.7 7966.2 64 1205.423 271.912662 0.7 7966.2 64
291.5 6555.81241 90.9124449 0.7 7966.2 64 1214.9351 272.087555 0.7 7966.2 64
292 6546.72132 91.7364172 0.7 7966.2 64 1224.52375 272.263583 0.7 7966.2 64
292.5 6537.30367 92.5592408 0.7 7966.2 64 1234.18951 272.440759 0.7 7966.2 64
293 6527.56149 93.3809015 0.7 7966.2 64 1243.93296 272.619099 0.7 7966.2 64
293.5 6517.49688 94.2013848 0.7 7966.2 64 1253.75469 272.798615 0.7 7966.2 64
294 6507.11194 95.0206762 0.7 7966.2 64 1263.6553 272.979324 0.7 7966.2 64
294.5 6496.40882 95.8387608 0.7 7966.2 64 1273.63537 273.161239 0.7 7966.2 64
295 6485.38973 96.6556241 0.7 7966.2 64 1283.69552 273.344376 0.7 7966.2 64
295.5 6474.05687 97.4712508 0.7 7966.2 64 1293.83635 273.528749 0.7 7966.2 64
296 6462.41252 98.285626 0.7 7966.2 64 1304.05848 273.714374 0.7 7966.2 64
296.5 6450.45897 99.0987343 0.7 7966.2 64 1314.36253 273.901266 0.7 7966.2 64
297 6438.19854 99.9105604 0.7 7966.2 64 1324.74914 274.08944 0.7 7966.2 64
297.5 6425.63361 100.721089 0.7 7966.2 64 1335.21893 274.278911 0.7 7966.2 64
