nu dvA wA eA rpA iA dvB wB eB rpB iB
185 2101.28693 270 0.999244679 20.0567886 63.434 286.68593 270 0.664472629 8909.5938 63.434
185.5 2052.48091 270 0.998316033 44.7160609 63.434 291.881125 270 0.662018252 8974.76733 63.434
186 2003.98318 270 0.997034419 78.7480275 63.434 297.522107 270 0.65951373 9041.27241 63.434
186.5 1955.81304 270 0.995411184 121.851423 63.434 303.618496 270 0.656952414 9109.2856 63.434
187 1907.99093 270 0.993458165 173.711897 63.434 310.181887 270 0.654327567 9178.98579 63.434
187.5 1860.53846 270 0.991187711 234.00152 63.434 317.225774 270 0.651632332 9250.55506 63.434
188 1813.47839 270 0.988612698 302.378424 63.434 324.765498 270 0.648859701 9324.17949 63.434
188.5 1766.83473 270 0.985746533 378.486571 63.434 332.818184 270 0.646002495 9400.04976 63.434
189 1720.63266 270 0.982603161 461.955671 63.434 341.402691 270 0.643053338 9478.36168 63.434
189.5 1674.89857 270 0.979197062 552.401226 63.434 350.539546 270 0.640004646 9559.31662 63.434
190 1629.66005 270 0.975543243 649.424727 63.434 360.250886 270 0.636848618 9643.1218 63.434
190.5 1584.94583 270 0.971657226 752.614013 63.434 370.560373 270 0.633577224 9729.99039 63.434
191 1540.78574 270 0.967555028 861.543795 63.434 381.493108 270 0.630182214 9820.14148 63.434
191.5 1497.21062 270 0.96325313 975.776382 63.434 393.075512 270 0.626655122 9913.79988 63.434
192 1454.25222 270 0.958768449 1094.86261 63.434 405.3352 270 0.622987282 10011.1957 63.434
192.5 1411.94309 270 0.954118288 1218.34299 63.434 418.300809 270 0.619169852 10112.5637 63.434
193 1370.31635 270 0.949320286 1345.74911 63.434 432.001818 270 0.615193849 10218.1425 63.434
193.5 1329.40556 270 0.944392358 1476.60533 63.434 446.468315 270 0.61105019 10328.1733 63.434
194 1289.24444 270 0.939352615 1610.43067 63.434 461.730745 270 0.606729747 10442.8983 63.434
194.5 1249.86657 270 0.934219288 1746.74103 63.434 477.819615 270 0.602223408 10562.5596 63.434
195 1211.30517 270 0.92901063 1885.05173 63.434 494.765169 270 0.597522156 10687.3967 63.434
195.5 1173.59263 270 0.923744815 2024.88018 63.434 512.597027 270 0.59261715 10817.6442 63.434
196 1136.76025 270 0.918439824 2165.74892 63.434 531.343803 270 0.58749982 10953.5298 63.434
196.5 1100.83777 270 0.913113324 2307.1888 63.434 551.032699 270 0.582161967 11095.2711 63.434
197 1065.85302 270 0.907782547 2448.74224 63.434 571.689085 270 0.576595873 11243.0732 63.434
197.5 1031.83144 270 0.90246416 2589.96669 63.434 593.336084 270 0.57079441 11397.1252 63.434
198 998.795766 270 0.897174136 2730.43798 63.434 615.994163 270 0.56475115 11557.598 63.434
198.5 966.765578 270 0.891927634 2869.75361 63.434 639.680749 270 0.558460472 11724.6406 63.434
199 935.757007 270 0.886738879 3007.5358 63.434 664.409884 270 0.551917663 11898.3784 63.434
199.5 905.782429 270 0.881621061 3143.43434 63.434 690.191929 270 0.545119008 12078.9099 63.434
200 876.850245 270 0.876586242 3277.12892 63.434 717.033335 270 0.538061868 12266.3052 63.434
200.5 848.964722 270 0.871645284 3408.33113 63.434 744.936482 270 0.530744733 12460.6044 63.434
201 822.125921 270 0.866807797 3536.78577 63.434 773.899599 270 0.523167268 12661.8164 63.434
201.5 796.329707 270 0.862082106 3662.27177 63.434 803.916771 270 0.51533033 12869.9184 63.434
202 771.567835 270 0.857475245 3784.60234 63.434 834.978019 270 0.507235959 13084.8563 63.434
202.5 747.828118 270 0.852992971 3903.62465 63.434 867.06947 270 0.498887364 13306.5449 63.434
203 725.09467 270 0.848639794 4019.21892 63.434 900.17359 270 0.490288871 13534.8693 63.434
203.5 703.348199 270 0.844419032 4131.29701 63.434 934.269481 270 0.481445861 13769.6866 63.434
204 682.566357 270 0.840332885 4239.80058 63.434 969.33322 270 0.472364697 14010.8278 63.434
204.5 662.724124 270 0.836382508 4344.69889 63.434 1005.33825 270 0.463052627 14258.1005 63.434
205 643.794202 270 0.832568109 4445.98642 63.434 1042.25575 270 0.453517691 14511.2912 63.434
205.5 625.747433 270 0.828889048 4543.68021 63.434 1080.0551 270 0.443768613 14770.1682 63.434
206 608.553201 270 0.825343932 4637.81722 63.434 1118.70422 270 0.433814695 15034.4846 63.434
206.5 592.179821 270 0.821930722 4728.4516 63.434 1158.17 270 0.42366571 15303.9807 63.434
207 576.594909 270 0.818646828 4815.65213 63.434 1198.41864 270 0.413331799 15578.3874 63.434
207.5 561.76572 270 0.815489205 4899.49965 63.434 1239.41602 270 0.402823371 15857.4282 63.434
208 547.659447 270 0.812454441 4980.08478 63.434 1281.12795 270 0.392151017 16140.8219 63.434
208.5 534.243496 270 0.809538836 5057.50574 63.434 1323.52051 270 0.381325417 16428.2849 63.434
209 521.485713 270 0.806738481 5131.86637 63.434 1366.56021 270 0.370357273 16719.533 63.434
209.5 509.354576 270 0.804049316 5203.27445 63.434 1410.21421 270 0.359257236 17014.2834 63.434
210 497.81936 270 0.801467192 5271.84017 63.434 1454.45049 270 0.34803585 17312.256 63.434
210.5 486.850262 270 0.798987919 5337.67481 63.434 1499.23796 270 0.336703501 17613.1752 63.434
211 476.418496 270 0.796607305 5400.88961 63.434 1544.54657 270 0.325270377 17916.7704 63.434
211.5 466.496368 270 0.794321198 5461.5949 63.434 1590.34736 270 0.31374643 18222.7773 63.434
212 457.05732 270 0.792125508 5519.89927 63.434 1636.61254 270 0.302141349 18530.9386 63.434
212.5 448.075963 270 0.790016231 5575.909 63.434 1683.31549 270 0.290464538 18841.0047 63.434
213 439.528082 270 0.787989472 5629.72757 63.434 1730.43075 270 0.278725099 19152.7337 63.434
213.5 431.390639 270 0.786041452 5681.45529 63.434 1777.93408 270 0.266931819 19465.8925 63.434
214 423.641753 270 0.784168523 5731.18903 63.434 1825.8024 270 0.255093163 19780.2561 63.434
214.5 416.26068 270 0.782367175 5779.02203 63.434 1874.01377 270 0.243217269 20095.6086 63.434
215 409.227779 270 0.780634036 5825.0438 63.434 1922.54736 270 0.231311943 20411.7427 63.434
215.5 402.524479 270 0.778965878 5869.34007 63.434 1971.38341 270 0.219384666 20728.4596 63.434
216 396.133235 270 0.777359616 5911.99277 63.434 2020.50321 270 0.207442589 21045.5695 63.434
216.5 390.037488 270 0.775812306 5953.08004 63.434 2069.88905 270 0.195492543 21362.891 63.434
217 384.221619 270 0.774321144 5992.67635 63.434 2119.52413 270 0.183541041 21680.2512 63.434
217.5 378.670902 270 0.772883463 6030.85254 63.434 2169.39259 270 0.171594288 21997.4853 63.434
218 373.371464 270 0.771496726 6067.67594 63.434 2219.4794 270 0.159658186 22314.4365 63.434
218.5 368.310233 270 0.770158527 6103.21048 63.434 2269.77035 270 0.147738341 22630.9561 63.434
219 363.474898 270 0.768866579 6137.51685 63.434 2320.252 270 0.135840075 22946.9027 63.434
219.5 358.853867 270 0.767618717 6170.65259 63.434 2370.91163 270 0.123968432 23262.1423 63.434
220 354.436221 270 0.766412886 6202.67223 63.434 2421.73719 270 0.112128188 23576.5481 63.434
220.5 350.211682 270 0.765247139 6233.62748 63.434 2472.71729 270 0.100323861 23890.0002 63.434
221 346.170565 270 0.764119631 6263.56731 63.434 2523.84112 270 0.0885597193 24202.3852 63.434
221.5 342.303752 270 0.763028618 6292.53809 63.434 2575.09846 270 0.0768397892 24513.5962 63.434
222 338.602649 270 0.761972442 6320.58377 63.434 2626.4796 270 0.065167867 24823.5325 63.434
222.5 335.059161 270 0.760949538 6347.74596 63.434 2677.97535 270 0.0535475257 25132.099 63.434
223 331.665654 270 0.759958422 6374.06407 63.434 2729.57698 270 0.0419821247 25439.2067 63.434
223.5 328.414933 270 0.758997686 6399.57544 63.434 2781.27619 270 0.0304748179 25744.7717 63.434
224 325.30021 270 0.758066 6424.31544 63.434 2833.06511 270 0.0190285624 26048.7156 63.434
224.5 322.31508 270 0.757162101 6448.31757 63.434 2884.93624 270 0.00764612619 26350.9648 63.434
225 319.453499 270 0.756284793 6471.6136 63.434 nan nan nan nan nan
225.5 316.709757 270 0.755432943 6494.23364 63.434 nan nan nan nan nan
226 314.078462 270 0.754605474 6516.20624 63.434 nan nan nan nan nan
226.5 311.554517 270 0.753801368 6537.55847 63.434 nan nan nan nan nan
227 309.133102 270 0.753019657 6558.31602 63.434 nan nan nan nan nan
227.5 306.809659 270 0.752259423 6578.50329 63.434 nan nan nan nan nan
228 304.579873 270 0.751519793 6598.1434 63.434 nan nan nan nan nan
228.5 302.43966 270 0.750799941 6617.25837 63.434 nan nan nan nan nan
229 300.385148 270 0.750099079 6635.86906 63.434 nan nan nan nan nan
229.5 298.412671 270 0.749416459 6653.99534 63.434 nan nan nan nan nan
230 296.518751 270 0.748751371 6671.65609 63.434 nan nan nan nan nan
230.5 294.700089 270 0.748103139 6688.86926 63.434 nan nan nan nan nan
231 292.953552 270 0.747471118 6705.65194 63.434 nan nan nan nan nan
231.5 291.276168 270 0.746854696 6722.0204 63.434 nan nan nan nan nan
232 289.665112 270 0.74625329 6737.99013 63.434 nan nan nan nan nan
232.5 288.117698 270 0.745666344 6753.5759 63.434 nan nan nan nan nan
233 286.631372 270 0.745093328 6768.79177 63.434 nan nan nan nan nan
233.5 285.203706 270 0.744533737 6783.65116 63.434 nan nan nan nan nan
234 283.832387 270 0.743987088 6798.16687 63.434 nan nan nan nan nan
234.5 282.515212 270 0.743452922 6812.3511 63.434 nan nan nan nan nan
235 281.250082 270 0.7429308 6826.21553 63.434 nan nan nan nan nan
235.5 280.034999 270 0.742420303 6839.77128 63.434 nan nan nan nan nan
236 278.868053 270 0.741921029 6853.029 63.434 nan nan nan nan nan
236.5 277.747426 270 0.741432595 6865.99886 63.434 nan nan nan nan nan
237 276.67138 270 0.740954636 6878.69059 63.434 nan nan nan nan nan
237.5 275.638256 270 0.740486801 6891.11349 63.434 nan nan nan nan nan
238 274.646468 270 0.740028754 6903.27647 63.434 nan nan nan nan nan
238.5 273.694503 270 0.739580174 6915.18806 63.434 nan nan nan nan nan
239 272.780911 270 0.739140754 6926.85641 63.434 nan nan nan nan nan
239.5 271.904307 270 0.7387102 6938.28936 63.434 nan nan nan nan nan
240 271.063364 270 0.738288228 6949.4944 63.434 nan nan nan nan nan
240.5 270.256812 270 0.737874568 6960.47873 63.434 nan nan nan nan nan
241 269.483435 270 0.73746896 6971.24924 63.434 nan nan nan nan nan
241.5 268.742068 270 0.737071155 6981.81256 63.434 nan nan nan nan nan
242 268.031594 270 0.736680913 6992.17504 63.434 nan nan nan nan nan
242.5 267.35094 270 0.736298005 7002.34278 63.434 nan nan nan nan nan
243 266.699078 270 0.73592221 7012.32164 63.434 nan nan nan nan nan
243.5 266.075023 270 0.735553315 7022.11726 63.434 nan nan nan nan nan
244 265.477826 270 0.735191118 7031.73505 63.434 nan nan nan nan nan
244.5 264.906579 270 0.734835421 7041.18022 63.434 nan nan nan nan nan
245 264.360405 270 0.734486037 7050.45778 63.434 nan nan nan nan nan
245.5 263.838466 270 0.734142782 7059.57256 63.434 nan nan nan nan nan
246 263.339953 270 0.733805484 7068.52918 63.434 nan nan nan nan nan
246.5 262.864088 270 0.733473973 7077.33212 63.434 nan nan nan nan nan
247 262.410124 270 0.733148087 7085.98569 63.434 nan nan nan nan nan
247.5 261.977341 270 0.732827671 7094.49403 63.434 nan nan nan nan nan
248 261.565045 270 0.732512573 7102.86114 63.434 nan nan nan nan nan
248.5 261.172568 270 0.732202649 7111.09087 63.434 nan nan nan nan nan
249 260.799267 270 0.731897757 7119.18695 63.434 nan nan nan nan nan
249.5 260.444521 270 0.731597765 7127.15295 63.434 nan nan nan nan nan
250 260.107733 270 0.73130254 7134.99235 63.434 nan nan nan nan nan
250.5 259.788325 270 0.731011958 7142.70847 63.434 nan nan nan nan nan
251 259.485741 270 0.730725896 7150.30456 63.434 nan nan nan nan nan
251.5 259.199443 270 0.730444238 7157.78372 63.434 nan nan nan nan nan
252 258.928913 270 0.730166869 7165.14896 63.434 nan nan nan nan nan
252.5 258.67365 270 0.729893681 7172.4032 63.434 nan nan nan nan nan
253 258.433169 270 0.729624567 7179.54924 63.434 nan nan nan nan nan
253.5 258.207003 270 0.729359426 7186.58981 63.434 nan nan nan nan nan
254 257.994701 270 0.729098157 7193.52755 63.434 nan nan nan nan nan
254.5 257.795824 270 0.728840665 7200.36498 63.434 nan nan nan nan nan
255 257.609951 270 0.728586858 7207.10458 63.434 nan nan nan nan nan
255.5 257.436671 270 0.728336645 7213.74874 63.434 nan nan nan nan nan
256 257.27559 270 0.728089939 7220.29976 63.434 nan nan nan nan nan
256.5 257.126324 270 0.727846657 7226.75987 63.434 nan nan nan nan nan
257 256.988502 270 0.727606717 7233.13125 63.434 nan nan nan nan nan
257.5 256.861766 270 0.727370039 7239.41599 63.434 nan nan nan nan nan
258 256.745765 270 0.727136547 7245.61612 63.434 nan nan nan nan nan
258.5 256.640165 270 0.726906168 7251.73363 63.434 nan nan nan nan nan
259 256.544637 270 0.726678828 7257.77041 63.434 nan nan nan nan nan
259.5 256.458864 270 0.726454458 7263.72834 63.434 nan nan nan nan nan
260 256.38254 270 0.72623299 7269.60919 63.434 nan nan nan nan nan
260.5 256.315365 270 0.726014358 7275.41473 63.434 nan nan nan nan nan
261 256.257051 270 0.725798499 7281.14665 63.434 nan nan nan nan nan
261.5 256.207316 270 0.725585351 7286.80659 63.434 nan nan nan nan nan
262 256.165889 270 0.725374853 7292.39615 63.434 nan nan nan nan nan
262.5 256.132504 270 0.725166947 7297.91688 63.434 nan nan nan nan nan
263 256.106904 270 0.724961577 7303.37029 63.434 nan nan nan nan nan
263.5 256.08884 270 0.724758687 7308.75784 63.434 nan nan nan nan nan
264 256.078069 270 0.724558223 7314.08095 63.434 nan nan nan nan nan
264.5 256.074355 270 0.724360133 7319.34102 63.434 nan nan nan nan nan
265 256.07747 270 0.724164368 7324.53938 63.434 nan nan nan nan nan
265.5 256.087189 270 0.723970877 7329.67734 63.434 nan nan nan nan nan
266 256.103298 270 0.723779612 7334.75617 63.434 nan nan nan nan nan
266.5 256.125583 270 0.723590528 7339.77712 63.434 nan nan nan nan nan
267 256.153842 270 0.723403578 7344.74138 63.434 nan nan nan nan nan
267.5 256.187873 270 0.723218719 7349.65013 63.434 nan nan nan nan nan
268 256.227484 270 0.723035907 7354.50451 63.434 nan nan nan nan nan
268.5 256.272484 270 0.722855102 7359.30563 63.434 nan nan nan nan nan
269 256.322689 270 0.722676261 7364.05457 63.434 nan nan nan nan nan
269.5 256.377921 270 0.722499345 7368.75238 63.434 nan nan nan nan nan
270 256.438005 270 0.722324317 7373.40009 63.434 nan nan nan nan nan
270.5 256.50277 270 0.722151137 7377.9987 63.434 nan nan nan nan nan
271 256.57205 270 0.72197977 7382.54918 63.434 nan nan nan nan nan
271.5 256.645685 270 0.72181018 7387.05249 63.434 nan nan nan nan nan
272 256.723516 270 0.721642331 7391.50954 63.434 nan nan nan nan nan
272.5 256.805391 270 0.72147619 7395.92124 63.434 nan nan nan nan nan
273 256.891158 270 0.721311724 7400.28847 63.434 nan nan nan nan nan
273.5 256.980672 270 0.721148901 7404.61209 63.434 nan nan nan nan nan
274 257.073792 270 0.720987688 7408.89293 63.434 nan nan nan nan nan
274.5 257.170376 270 0.720828056 7413.13181 63.434 nan nan nan nan nan
275 257.270291 270 0.720669973 7417.32953 63.434 nan nan nan nan nan
275.5 257.373403 270 0.720513412 7421.48687 63.434 nan nan nan nan nan
276 257.479583 270 0.720358342 7425.60458 63.434 nan nan nan nan nan
276.5 257.588706 270 0.720204737 7429.6834 63.434 nan nan nan nan nan
277 257.700647 270 0.72005257 7433.72407 63.434 nan nan nan nan nan
277.5 257.815287 270 0.719901812 7437.72728 63.434 nan nan nan nan nan
278 257.932508 270 0.719752439 7441.69372 63.434 nan nan nan nan nan
278.5 258.052195 270 0.719604426 7445.62408 63.434 nan nan nan nan nan
279 258.174237 270 0.719457746 7449.519 63.434 nan nan nan nan nan
279.5 258.298522 270 0.719312377 7453.37914 63.434 nan nan nan nan nan
280 258.424945 270 0.719168294 7457.20511 63.434 nan nan nan nan nan
280.5 258.553401 270 0.719025475 7460.99755 63.434 nan nan nan nan nan
281 258.683786 270 0.718883895 7464.75704 63.434 nan nan nan nan nan
281.5 258.816002 270 0.718743535 7468.48417 63.434 nan nan nan nan nan
282 258.94995 270 0.718604371 7472.17953 63.434 nan nan nan nan nan
282.5 259.085534 270 0.718466383 7475.84367 63.434 nan nan nan nan nan
283 259.222661 270 0.71832955 7479.47714 63.434 nan nan nan nan nan
283.5 259.361239 270 0.718193851 7483.08048 63.434 nan nan nan nan nan
284 259.501178 270 0.718059268 7486.65421 63.434 nan nan nan nan nan
284.5 259.642391 270 0.717925779 7490.19886 63.434 nan nan nan nan nan
285 259.784793 270 0.717793368 7493.71492 63.434 nan nan nan nan nan
285.5 259.928298 270 0.717662014 7497.20288 63.434 nan nan nan nan nan
286 260.072825 270 0.7175317 7500.66324 63.434 nan nan nan nan nan
286.5 260.218293 270 0.717402408 7504.09647 63.434 nan nan nan nan nan
287 260.364623 270 0.71727412 7507.50302 63.434 nan nan nan nan nan
287.5 260.511739 270 0.71714682 7510.88335 63.434 nan nan nan nan nan
288 260.659564 270 0.71702049 7514.23791 63.434 nan nan nan nan nan
288.5 260.808024 270 0.716895114 7517.56713 63.434 nan nan nan nan nan
289 260.957048 270 0.716770677 7520.87144 63.434 nan nan nan nan nan
289.5 261.106563 270 0.716647163 7524.15125 63.434 nan nan nan nan nan
290 261.256501 270 0.716524555 7527.40697 63.434 nan nan nan nan nan
290.5 261.406793 270 0.716402839 7530.63901 63.434 nan nan nan nan nan
291 261.557372 270 0.716282001 7533.84776 63.434 nan nan nan nan nan
291.5 261.708172 270 0.716162024 7537.0336 63.434 nan nan nan nan nan
292 261.859131 270 0.716042897 7540.19692 63.434 nan nan nan nan nan
292.5 262.010183 270 0.715924604 7543.33808 63.434 nan nan nan nan nan
293 262.161269 270 0.715807131 7546.45744 63.434 nan nan nan nan nan
293.5 262.312327 270 0.715690466 7549.55538 63.434 nan nan nan nan nan
294 262.463298 270 0.715574594 7552.63222 63.434 nan nan nan nan nan
294.5 262.614124 270 0.715459504 7555.68832 63.434 nan nan nan nan nan
295 262.764748 270 0.715345183 7558.72402 63.434 nan nan nan nan nan
295.5 262.915114 270 0.715231617 7561.73964 63.434 nan nan nan nan nan
296 263.065167 270 0.715118795 7564.73552 63.434 nan nan nan nan nan
296.5 263.214853 270 0.715006705 7567.71196 63.434 nan nan nan nan nan
297 263.36412 270 0.714895335 7570.66928 63.434 nan nan nan nan nan
297.5 263.512915 270 0.714784673 7573.60779 63.434 nan nan nan nan nan
298 263.661188 270 0.714674709 7576.52778 63.434 nan nan nan nan nan
298.5 263.80889 270 0.71456543 7579.42957 63.434 nan nan nan nan nan
299 263.955971 270 0.714456827 7582.31343 63.434 nan nan nan nan nan
299.5 264.102383 270 0.714348887 7585.17965 63.434 nan nan nan nan nan
300 264.248079 270 0.714241602 7588.02851 63.434 nan nan nan nan nan
300.5 264.393013 270 0.714134959 7590.86029 63.434 nan nan nan nan nan
301 264.537139 270 0.71402895 7593.67526 63.434 nan nan nan nan nan
301.5 264.680414 270 0.713923564 7596.47369 63.434 nan nan nan nan nan
302 264.822793 270 0.713818791 7599.25583 63.434 nan nan nan nan nan
302.5 264.964233 270 0.713714621 7602.02195 63.434 nan nan nan nan nan
303 265.104693 270 0.713611046 7604.77229 63.434 nan nan nan nan nan
303.5 265.244131 270 0.713508055 7607.50711 63.434 nan nan nan nan nan
304 265.382506 270 0.713405639 7610.22665 63.434 nan nan nan nan nan
304.5 265.519779 270 0.71330379 7612.93115 63.434 nan nan nan nan nan
305 265.65591 270 0.713202499 7615.62085 63.434 nan nan nan nan nan
305.5 265.790862 270 0.713101756 7618.29597 63.434 nan nan nan nan nan
306 265.924596 270 0.713001553 7620.95676 63.434 nan nan nan nan nan
306.5 266.057075 270 0.712901882 7623.60343 63.434 nan nan nan nan nan
307 266.188264 270 0.712802734 7626.2362 63.434 nan nan nan nan nan
307.5 266.318125 270 0.712704101 7628.8553 63.434 nan nan nan nan nan
308 266.446626 270 0.712605975 7631.46093 63.434 nan nan nan nan nan
308.5 266.57373 270 0.712508348 7634.05331 63.434 nan nan nan nan nan
309 266.699404 270 0.712411213 7636.63265 63.434 nan nan nan nan nan
309.5 266.823616 270 0.712314561 7639.19915 63.434 nan nan nan nan nan
310 266.946331 270 0.712218385 7641.75302 63.434 nan nan nan nan nan
310.5 267.06752 270 0.712122677 7644.29444 63.434 nan nan nan nan nan
311 267.187149 270 0.71202743 7646.82362 63.434 nan nan nan nan nan
311.5 267.305188 270 0.711932637 7649.34075 63.434 nan nan nan nan nan
312 267.421607 270 0.711838291 7651.84602 63.434 nan nan nan nan nan
312.5 267.536376 270 0.711744384 7654.33962 63.434 nan nan nan nan nan
313 267.649466 270 0.71165091 7656.82172 63.434 nan nan nan nan nan
313.5 267.760849 270 0.711557862 7659.29252 63.434 nan nan nan nan nan
314 267.870495 270 0.711465234 7661.75219 63.434 nan nan nan nan nan
314.5 267.978378 270 0.711373017 7664.2009 63.434 nan nan nan nan nan
315 268.084469 270 0.711281207 7666.63884 63.434 nan nan nan nan nan
315.5 268.188744 270 0.711189796 7669.06616 63.434 nan nan nan nan nan
316 268.291174 270 0.711098778 7671.48305 63.434 nan nan nan nan nan
316.5 268.391735 270 0.711008147 7673.88966 63.434 nan nan nan nan nan
317 268.490402 270 0.710917897 7676.28617 63.434 nan nan nan nan nan
317.5 268.587149 270 0.710828021 7678.67272 63.434 nan nan nan nan nan
318 268.681952 270 0.710738514 7681.0495 63.434 nan nan nan nan nan
318.5 268.774787 270 0.71064937 7683.41664 63.434 nan nan nan nan nan
319 268.865632 270 0.710560582 7685.77431 63.434 nan nan nan nan nan
319.5 268.954462 270 0.710472145 7688.12265 63.434 nan nan nan nan nan
320 269.041255 270 0.710384054 7690.46183 63.434 nan nan nan nan nan
320.5 269.12599 270 0.710296302 7692.792 63.434 nan nan nan nan nan
321 269.208644 270 0.710208884 7695.11329 63.434 nan nan nan nan nan
321.5 269.289196 270 0.710121795 7697.42585 63.434 nan nan nan nan nan
322 269.367625 270 0.710035029 7699.72983 63.434 nan nan nan nan nan
322.5 269.44391 270 0.709948581 7702.02538 63.434 nan nan nan nan nan
323 269.518031 270 0.709862445 7704.31262 63.434 nan nan nan nan nan
323.5 269.589969 270 0.709776617 7706.59171 63.434 nan nan nan nan nan
324 269.659705 270 0.709691091 7708.86277 63.434 nan nan nan nan nan
324.5 269.727218 270 0.709605862 7711.12594 63.434 nan nan nan nan nan
325 269.79249 270 0.709520925 7713.38136 63.434 nan nan nan nan nan
325.5 269.855503 270 0.709436275 7715.62916 63.434 nan nan nan nan nan
326 269.91624 270 0.709351907 7717.86947 63.434 nan nan nan nan nan
326.5 269.974682 270 0.709267816 7720.10241 63.434 nan nan nan nan nan
327 270.030812 270 0.709183998 7722.32812 63.434 nan nan nan nan nan
327.5 270.084614 270 0.709100447 7724.54672 63.434 nan nan nan nan nan
328 270.13607 270 0.70901716 7726.75834 63.434 nan nan nan nan nan
328.5 270.185165 270 0.708934131 7728.9631 63.434 nan nan nan nan nan
329 270.231882 270 0.708851355 7731.16112 63.434 nan nan nan nan nan
329.5 270.276206 270 0.708768829 7733.35252 63.434 nan nan nan nan nan
330 270.318122 270 0.708686547 7735.53742 63.434 nan nan nan nan nan
330.5 270.357615 270 0.708604506 7737.71595 63.434 nan nan nan nan nan
331 270.39467 270 0.7085227 7739.88821 63.434 nan nan nan nan nan
331.5 270.429273 270 0.708441126 7742.05433 63.434 nan nan nan nan nan
332 270.46141 270 0.70835978 7744.21441 63.434 nan nan nan nan nan
332.5 270.491067 270 0.708278656 7746.36858 63.434 nan nan nan nan nan
333 270.518231 270 0.70819775 7748.51694 63.434 nan nan nan nan nan
333.5 270.542888 270 0.70811706 7750.6596 63.434 nan nan nan nan nan
334 270.565027 270 0.708036579 7752.79668 63.434 nan nan nan nan nan
334.5 270.584633 270 0.707956305 7754.92828 63.434 nan nan nan nan nan
335 270.601696 270 0.707876233 7757.05452 63.434 nan nan nan nan nan
335.5 270.616203 270 0.707796358 7759.1755 63.434 nan nan nan nan nan
336 270.628142 270 0.707716678 7761.29132 63.434 nan nan nan nan nan
336.5 270.637503 270 0.707637189 7763.4021 63.434 nan nan nan nan nan
337 270.644273 270 0.707557885 7765.50793 63.434 nan nan nan nan nan
337.5 270.648443 270 0.707478763 7767.60892 63.434 nan nan nan nan nan
338 270.650001 270 0.707399821 7769.70517 63.434 nan nan nan nan nan
338.5 270.648938 270 0.707321052 7771.79678 63.434 nan nan nan nan nan
339 270.645243 270 0.707242455 7773.88386 63.434 nan nan nan nan nan
339.5 270.638906 270 0.707164024 7775.9665 63.434 nan nan nan nan nan
340 270.629918 270 0.707085757 7778.04481 63.434 nan nan nan nan nan
340.5 270.61827 270 0.70700765 7780.11887 63.434 nan nan nan nan nan
341 270.603953 270 0.706929698 7782.1888 63.434 nan nan nan nan nan
341.5 270.586957 270 0.706851899 7784.25468 63.434 nan nan nan nan nan
342 270.567276 270 0.706774248 7786.31662 63.434 nan nan nan nan nan
342.5 270.544899 270 0.706696742 7788.37471 63.434 nan nan nan nan nan
343 270.51982 270 0.706619378 7790.42903 63.434 nan nan nan nan nan
343.5 270.49203 270 0.706542152 7792.4797 63.434 nan nan nan nan nan
344 270.461522 270 0.70646506 7794.5268 63.434 nan nan nan nan nan
344.5 270.428289 270 0.706388099 7796.57042 63.434 nan nan nan nan nan
345 270.392324 270 0.706311266 7798.61065 63.434 nan nan nan nan nan
345.5 270.35362 270 0.706234556 7800.6476 63.434 nan nan nan nan nan
346 270.31217 270 0.706157967 7802.68135 63.434 nan nan nan nan nan
346.5 270.267968 270 0.706081495 7804.71198 63.434 nan nan nan nan nan
347 270.221008 270 0.706005137 7806.7396 63.434 nan nan nan nan nan
347.5 270.171285 270 0.705928889 7808.76428 63.434 nan nan nan nan nan
348 270.118792 270 0.705852748 7810.78613 63.434 nan nan nan nan nan
348.5 270.063524 270 0.705776711 7812.80522 63.434 nan nan nan nan nan
349 270.005476 270 0.705700774 7814.82165 63.434 nan nan nan nan nan
349.5 269.944643 270 0.705624934 7816.8355 63.434 nan nan nan nan nan
350 269.88102 270 0.705549188 7818.84687 63.434 nan nan nan nan nan
350.5 269.814604 270 0.705473532 7820.85583 63.434 nan nan nan nan nan
351 269.745389 270 0.705397964 7822.86247 63.434 nan nan nan nan nan
351.5 269.673371 270 0.705322479 7824.86689 63.434 nan nan nan nan nan
352 269.598548 270 0.705247075 7826.86916 63.434 nan nan nan nan nan
352.5 269.520914 270 0.705171749 7828.86938 63.434 nan nan nan nan nan
353 269.440467 270 0.705096497 7830.86762 63.434 nan nan nan nan nan
353.5 269.357204 270 0.705021316 7832.86397 63.434 nan nan nan nan nan
354 269.271121 270 0.704946203 7834.85852 63.434 nan nan nan nan nan
354.5 269.182216 270 0.704871155 7836.85134 63.434 nan nan nan nan nan
355 269.090487 270 0.704796169 7838.84253 63.434 nan nan nan nan nan
355.5 268.99593 270 0.704721241 7840.83217 63.434 nan nan nan nan nan
356 268.898545 270 0.704646368 7842.82034 63.434 nan nan nan nan nan
356.5 268.798328 270 0.704571548 7844.80712 63.434 nan nan nan nan nan
357 268.695278 270 0.704496776 7846.7926 63.434 nan nan nan nan nan
357.5 268.589395 270 0.704422051 7848.77686 63.434 nan nan nan nan nan
358 268.480676 270 0.704347368 7850.75998 63.434 nan nan nan nan nan
358.5 268.36912 270 0.704272726 7852.74204 63.434 nan nan nan nan nan
359 268.254727 270 0.70419812 7854.72313 63.434 nan nan nan nan nan
359.5 268.137496 270 0.704123547 7856.70333 63.434 nan nan nan nan nan
