nu dvA wA eA rpA iA dvB wB eB rpB iB
126.5 744.372015 242.504668 0.7 7966.2 73.8021552 5178.57316 148.3271 0.7 7966.2 73.8021552
127 728.577272 242.614247 0.7 7966.2 73.4793586 5144.03868 149.20222 0.7 7966.2 73.4793586
127.5 713.847097 242.724385 0.7 7966.2 73.1754656 5109.37631 150.077683 0.7 7966.2 73.1754656
128 700.083748 242.835058 0.7 7966.2 72.8888362 5074.56922 150.953435 0.7 7966.2 72.8888362
128.5 687.200981 242.946244 0.7 7966.2 72.6180132 5039.60333 151.829427 0.7 7966.2 72.6180132
129 675.122492 243.057928 0.7 7966.2 72.3616972 5004.46694 152.705613 0.7 7966.2 72.3616972
129.5 663.780598 243.170096 0.7 7966.2 72.1187266 4969.15029 153.581949 0.7 7966.2 72.1187266
130 653.115117 243.282741 0.7 7966.2 71.8880592 4933.64535 154.458395 0.7 7966.2 71.8880592
130.5 643.072417 243.395854 0.7 7966.2 71.6687581 4897.9455 155.334912 0.7 7966.2 71.6687581
131 633.6046 243.509432 0.7 7966.2 71.4599784 4862.04538 156.211464 0.7 7966.2 71.4599784
131.5 624.668807 243.623474 0.7 7966.2 71.260956 4825.94069 157.088016 0.7 7966.2 71.260956
132 616.226617 243.737981 0.7 7966.2 71.0709989 4789.62809 157.964534 0.7 7966.2 71.0709989
132.5 608.243528 243.852954 0.7 7966.2 70.8894784 4753.105 158.840985 0.7 7966.2 70.8894784
133 600.688509 243.968399 0.7 7966.2 70.7158221 4716.3696 159.717338 0.7 7966.2 70.7158221
133.5 593.533612 244.084322 0.7 7966.2 70.549508 4679.42066 160.593561 0.7 7966.2 70.549508
134 586.753633 244.20073 0.7 7966.2 70.3900589 4642.25755 161.469624 0.7 7966.2 70.3900589
134.5 580.325816 244.317633 0.7 7966.2 70.237038 4604.88009 162.345497 0.7 7966.2 70.237038
135 574.229595 244.435042 0.7 7966.2 70.0900443 4567.28856 163.221149 0.7 7966.2 70.0900443
135.5 568.446371 244.552968 0.7 7966.2 69.9487091 4529.48364 164.096552 0.7 7966.2 69.9487091
136 562.959307 244.671426 0.7 7966.2 69.8126934 4491.46638 164.971676 0.7 7966.2 69.8126934
136.5 557.753158 244.790429 0.7 7966.2 69.6816842 4453.23814 165.846492 0.7 7966.2 69.6816842
137 552.814118 244.909994 0.7 7966.2 69.5553924 4414.80058 166.720968 0.7 7966.2 69.5553924
137.5 548.129678 245.030137 0.7 7966.2 69.4335508 4376.15565 167.595077 0.7 7966.2 69.4335508
138 543.688511 245.150878 0.7 7966.2 69.3159115 4337.30554 168.468787 0.7 7966.2 69.3159115
138.5 539.480364 245.272236 0.7 7966.2 69.2022449 4298.2527 169.342068 0.7 7966.2 69.2022449
139 535.495962 245.394231 0.7 7966.2 69.0923374 4258.99978 170.214889 0.7 7966.2 69.0923374
139.5 531.726926 245.516887 0.7 7966.2 68.9859903 4219.54965 171.087219 0.7 7966.2 68.9859903
140 528.165696 245.640224 0.7 7966.2 68.8830188 4179.90537 171.959026 0.7 7966.2 68.8830188
140.5 524.805468 245.76427 0.7 7966.2 68.7832502 4140.07021 172.830276 0.7 7966.2 68.7832502
141 521.640133 245.889048 0.7 7966.2 68.6865236 4100.04761 173.700937 0.7 7966.2 68.6865236
141.5 518.664224 246.014587 0.7 7966.2 68.5926883 4059.84118 174.570975 0.7 7966.2 68.5926883
142 515.87287 246.140914 0.7 7966.2 68.5016033 4019.45471 175.440354 0.7 7966.2 68.5016033
142.5 513.261754 246.268059 0.7 7966.2 68.4131368 3978.89216 176.309039 0.7 7966.2 68.4131368
143 510.827078 246.396054 0.7 7966.2 68.3271648 3938.15765 177.176992 0.7 7966.2 68.3271648
143.5 508.565526 246.524931 0.7 7966.2 68.2435712 3897.25546 178.044175 0.7 7966.2 68.2435712
144 506.47424 246.654723 0.7 7966.2 68.1622467 3856.19004 178.91055 0.7 7966.2 68.1622467
144.5 504.55079 246.785467 0.7 7966.2 68.0830886 3814.96598 179.776076 0.7 7966.2 68.0830886
145 502.793151 246.917199 0.7 7966.2 68.0060001 3773.58806 180.640711 0.7 7966.2 68.0060001
145.5 501.199689 247.049958 0.7 7966.2 67.9308902 3732.06119 181.504412 0.7 7966.2 67.9308902
146 499.769135 247.183785 0.7 7966.2 67.8576728 3690.39047 182.367135 0.7 7966.2 67.8576728
146.5 498.500577 247.318723 0.7 7966.2 67.7862669 3648.58115 183.228833 0.7 7966.2 67.7862669
147 497.393442 247.454814 0.7 7966.2 67.7165956 3606.63865 184.089459 0.7 7966.2 67.7165956
147.5 496.447486 247.592106 0.7 7966.2 67.6485866 3564.56856 184.948963 0.7 7966.2 67.6485866
148 495.662787 247.730646 0.7 7966.2 67.5821713 3522.37664 185.807293 0.7 7966.2 67.5821713
148.5 495.039734 247.870485 0.7 7966.2 67.5172846 3480.06883 186.664398 0.7 7966.2 67.5172846
149 494.579022 248.011675 0.7 7966.2 67.4538651 3437.65126 187.52022 0.7 7966.2 67.4538651
149.5 494.281647 248.154271 0.7 7966.2 67.3918543 3395.13025 188.374703 0.7 7966.2 67.3918543
150 494.148903 248.298331 0.7 7966.2 67.3311968 3352.51229 189.227786 0.7 7966.2 67.3311968
150.5 494.182379 248.443913 0.7 7966.2 67.2718399 3309.8041 190.079408 0.7 7966.2 67.2718399
151 494.383957 248.59108 0.7 7966.2 67.2137338 3267.01258 190.929504 0.7 7966.2 67.2137338
151.5 494.755814 248.739897 0.7 7966.2 67.1568306 3224.14485 191.778006 0.7 7966.2 67.1568306
152 495.300423 248.890433 0.7 7966.2 67.1010853 3181.20827 192.624845 0.7 7966.2 67.1010853
152.5 496.020552 249.042758 0.7 7966.2 67.0464547 3138.21041 193.469946 0.7 7966.2 67.0464547
153 496.919271 249.196948 0.7 7966.2 66.9928977 3095.15907 194.313235 0.7 7966.2 66.9928977
153.5 497.999952 249.353078 0.7 7966.2 66.9403751 3052.06232 195.15463 0.7 7966.2 66.9403751
154 499.26628 249.511231 0.7 7966.2 66.8888495 3008.92846 195.994051 0.7 7966.2 66.8888495
154.5 500.722249 249.671491 0.7 7966.2 66.8382854 2965.76607 196.831409 0.7 7966.2 66.8382854
155 502.372178 249.833947 0.7 7966.2 66.7886486 2922.58401 197.666616 0.7 7966.2 66.7886486
155.5 504.220712 249.998692 0.7 7966.2 66.7399065 2879.39142 198.499576 0.7 7966.2 66.7399065
156 506.272833 250.165821 0.7 7966.2 66.692028 2836.19774 199.330192 0.7 7966.2 66.692028
156.5 508.533867 250.335436 0.7 7966.2 66.6449834 2793.0127 200.158361 0.7 7966.2 66.6449834
157 511.009493 250.507644 0.7 7966.2 66.5987441 2749.84638 200.983976 0.7 7966.2 66.5987441
157.5 513.705752 250.682553 0.7 7966.2 66.5532828 2706.70918 201.806926 0.7 7966.2 66.5532828
158 516.62906 250.86028 0.7 7966.2 66.5085734 2663.61185 202.627094 0.7 7966.2 66.5085734
158.5 519.786215 251.040944 0.7 7966.2 66.4645907 2620.56548 203.444359 0.7 7966.2 66.4645907
159 523.184408 251.224672 0.7 7966.2 66.4213106 2577.58156 204.258593 0.7 7966.2 66.4213106
159.5 526.831237 251.411595 0.7 7966.2 66.3787102 2534.67195 205.069664 0.7 7966.2 66.3787102
160 530.734713 251.601849 0.7 7966.2 66.3367672 2491.84889 205.877435 0.7 7966.2 66.3367672
160.5 534.903274 251.795579 0.7 7966.2 66.2954603 2449.12506 206.68176 0.7 7966.2 66.2954603
161 539.345797 251.992932 0.7 7966.2 66.2547691 2406.51353 207.482491 0.7 7966.2 66.2547691
161.5 544.071601 252.194065 0.7 7966.2 66.2146738 2364.02783 208.279471 0.7 7966.2 66.2146738
162 549.090464 252.399139 0.7 7966.2 66.1751555 2321.6819 209.072536 0.7 7966.2 66.1751555
162.5 554.412629 252.608322 0.7 7966.2 66.1361961 2279.49016 209.861518 0.7 7966.2 66.1361961
163 560.048808 252.821791 0.7 7966.2 66.0977779 2237.46748 210.646241 0.7 7966.2 66.0977779
163.5 566.010192 253.039726 0.7 7966.2 66.059884 2195.62919 211.426521 0.7 7966.2 66.059884
164 572.308453 253.262318 0.7 7966.2 66.0224983 2153.99111 212.202169 0.7 7966.2 66.0224983
164.5 578.955746 253.489763 0.7 7966.2 65.9856049 2112.5695 212.972988 0.7 7966.2 65.9856049
165 585.964709 253.722263 0.7 7966.2 65.9491887 2071.38114 213.738773 0.7 7966.2 65.9491887
165.5 593.348458 253.96003 0.7 7966.2 65.9132352 2030.44324 214.499313 0.7 7966.2 65.9132352
166 601.120579 254.203281 0.7 7966.2 65.8777302 1989.7735 215.254391 0.7 7966.2 65.8777302
166.5 609.295121 254.452239 0.7 7966.2 65.8426601 1949.39007 216.003782 0.7 7966.2 65.8426601
167 617.886574 254.707136 0.7 7966.2 65.8080117 1909.31152 216.747254 0.7 7966.2 65.8080117
167.5 626.909854 254.968208 0.7 7966.2 65.7737723 1869.55687 217.48457 0.7 7966.2 65.7737723
168 636.380274 255.235699 0.7 7966.2 65.7399297 1830.1455 218.215485 0.7 7966.2 65.7399297
168.5 646.313511 255.509858 0.7 7966.2 65.7064718 1791.09717 218.939752 0.7 7966.2 65.7064718
169 656.725567 255.790938 0.7 7966.2 65.6733873 1752.43195 219.657114 0.7 7966.2 65.6733873
169.5 667.632725 256.079197 0.7 7966.2 65.6406648 1714.17021 220.367315 0.7 7966.2 65.6406648
170 679.051492 256.374897 0.7 7966.2 65.6082938 1676.33251 221.070091 0.7 7966.2 65.6082938
170.5 690.998542 256.678302 0.7 7966.2 65.5762636 1638.93959 221.765178 0.7 7966.2 65.5762636
171 703.490639 256.989678 0.7 7966.2 65.5445642 1602.01227 222.452309 0.7 7966.2 65.5445642
171.5 716.544564 257.309293 0.7 7966.2 65.5131858 1565.57139 223.131218 0.7 7966.2 65.5131858
172 730.177029 257.637412 0.7 7966.2 65.4821187 1529.63773 223.801637 0.7 7966.2 65.4821187
172.5 744.404579 257.974298 0.7 7966.2 65.4513537 1494.23186 224.463302 0.7 7966.2 65.4513537
173 759.24349 258.320214 0.7 7966.2 65.4208819 1459.37413 225.115952 0.7 7966.2 65.4208819
173.5 774.709662 258.675413 0.7 7966.2 65.3906945 1425.08447 225.759331 0.7 7966.2 65.3906945
174 790.818505 259.040145 0.7 7966.2 65.360783 1391.38234 226.393191 0.7 7966.2 65.360783
174.5 807.584812 259.414651 0.7 7966.2 65.3311392 1358.28657 227.01729 0.7 7966.2 65.3311392
175 825.022643 259.799159 0.7 7966.2 65.3017551 1325.81527 227.631399 0.7 7966.2 65.3017551
175.5 843.145195 260.193888 0.7 7966.2 65.2726228 1293.98567 228.235298 0.7 7966.2 65.2726228
176 861.96468 260.599042 0.7 7966.2 65.2437348 1262.81401 228.828784 0.7 7966.2 65.2437348
176.5 881.492196 261.014809 0.7 7966.2 65.2150837 1232.31543 229.411669 0.7 7966.2 65.2150837
177 901.737615 261.44136 0.7 7966.2 65.1866623 1202.50383 229.98378 0.7 7966.2 65.1866623
177.5 922.709469 261.878846 0.7 7966.2 65.1584636 1173.39176 230.544967 0.7 7966.2 65.1584636
178 944.414844 262.327399 0.7 7966.2 65.1304807 1144.99034 231.095097 0.7 7966.2 65.1304807
178.5 966.859293 262.787127 0.7 7966.2 65.102707 1117.30914 231.634061 0.7 7966.2 65.102707
179 990.046756 263.258117 0.7 7966.2 65.0751359 1090.35613 232.161773 0.7 7966.2 65.0751359
179.5 1013.9795 263.740431 0.7 7966.2 65.0477612 1064.13758 232.678171 0.7 7966.2 65.0477612
180 1038.65806 264.234107 0.7 7966.2 65.0205765 1038.65806 233.183216 0.7 7966.2 65.0205765
180.5 1064.08124 264.739156 0.7 7966.2 64.9935759 1013.92037 233.676896 0.7 7966.2 64.9935759
181 1090.24607 265.255567 0.7 7966.2 64.9667534 989.925547 234.159223 0.7 7966.2 64.9667534
181.5 1117.14784 265.7833 0.7 7966.2 64.9401033 966.672889 234.630234 0.7 7966.2 64.9401033
182 1144.78012 266.322295 0.7 7966.2 64.9136198 944.159964 235.089993 0.7 7966.2 64.9136198
182.5 1173.13479 266.872465 0.7 7966.2 64.8872974 922.38266 235.538585 0.7 7966.2 64.8872974
183 1202.20213 267.433699 0.7 7966.2 64.8611308 901.335252 235.976119 0.7 7966.2 64.8611308
183.5 1231.9709 268.005867 0.7 7966.2 64.8351145 881.010476 236.402726 0.7 7966.2 64.8351145
184 1262.42839 268.588817 0.7 7966.2 64.8092434 861.399622 236.818559 0.7 7966.2 64.8092434
184.5 1293.56057 269.182377 0.7 7966.2 64.7835123 842.49264 237.223787 0.7 7966.2 64.7835123
185 1325.35218 269.78636 0.7 7966.2 64.7579163 824.278244 237.6186 0.7 7966.2 64.7579163
185.5 1357.78685 270.400561 0.7 7966.2 64.7324504 806.744037 238.0032 0.7 7966.2 64.7324504
186 1390.84722 271.024761 0.7 7966.2 64.7071098 789.876634 238.377807 0.7 7966.2 64.7071098
186.5 1424.51509 271.658732 0.7 7966.2 64.6818898 773.661781 238.74265 0.7 7966.2 64.6818898
187 1458.77149 272.302231 0.7 7966.2 64.6567857 758.084487 239.097969 0.7 7966.2 64.6567857
187.5 1493.59687 272.95501 0.7 7966.2 64.6317928 743.129144 239.444013 0.7 7966.2 64.6317928
188 1528.97117 273.616814 0.7 7966.2 64.6069068 728.779648 239.781039 0.7 7966.2 64.6069068
188.5 1564.87398 274.28738 0.7 7966.2 64.5821231 715.019512 240.109305 0.7 7966.2 64.5821231
189 1601.2846 274.966446 0.7 7966.2 64.5574374 701.831976 240.429077 0.7 7966.2 64.5574374
189.5 1638.18216 275.653745 0.7 7966.2 64.5328454 689.20011 240.740621 0.7 7966.2 64.5328454
190 1675.54574 276.349009 0.7 7966.2 64.5083428 677.106907 241.044204 0.7 7966.2 64.5083428
190.5 1713.35442 277.051973 0.7 7966.2 64.4839254 665.535368 241.340091 0.7 7966.2 64.4839254
191 1751.58739 277.762371 0.7 7966.2 64.4595892 654.46858 241.628548 0.7 7966.2 64.4595892
191.5 1790.224 278.479941 0.7 7966.2 64.4353299 643.889787 241.909835 0.7 7966.2 64.4353299
192 1829.2438 279.204426 0.7 7966.2 64.4111436 633.782449 242.184212 0.7 7966.2 64.4111436
192.5 1868.62664 279.935571 0.7 7966.2 64.3870264 624.130295 242.451933 0.7 7966.2 64.3870264
193 1908.3527 280.673126 0.7 7966.2 64.3629741 614.917371 242.713245 0.7 7966.2 64.3629741
193.5 1948.40251 281.41685 0.7 7966.2 64.338983 606.128075 242.968392 0.7 7966.2 64.338983
194 1988.75699 282.166503 0.7 7966.2 64.3150493 597.747191 243.217613 0.7 7966.2 64.3150493
194.5 2029.39748 282.921854 0.7 7966.2 64.2911689 589.759911 243.461137 0.7 7966.2 64.2911689
195 2070.30577 283.68268 0.7 7966.2 64.2673382 582.15186 243.69919 0.7 7966.2 64.2673382
195.5 2111.4641 284.448763 0.7 7966.2 64.2435534 574.909107 243.931988 0.7 7966.2 64.2435534
196 2152.85517 285.219891 0.7 7966.2 64.2198108 568.018175 244.159742 0.7 7966.2 64.2198108
196.5 2194.46215 285.995861 0.7 7966.2 64.1961066 561.466049 244.382656 0.7 7966.2 64.1961066
197 2236.2687 286.776476 0.7 7966.2 64.1724371 555.240176 244.600927 0.7 7966.2 64.1724371
197.5 2278.25894 287.561547 0.7 7966.2 64.1487987 549.32847 244.814744 0.7 7966.2 64.1487987
198 2320.41746 288.350891 0.7 7966.2 64.1251878 543.7193 245.024289 0.7 7966.2 64.1251878
198.5 2362.72932 289.144332 0.7 7966.2 64.1016007 538.401493 245.229738 0.7 7966.2 64.1016007
199 2405.18003 289.941701 0.7 7966.2 64.0780338 533.364322 245.43126 0.7 7966.2 64.0780338
199.5 2447.75557 290.742835 0.7 7966.2 64.0544835 528.5975 245.629017 0.7 7966.2 64.0544835
200 2490.44235 291.547579 0.7 7966.2 64.0309462 524.091166 245.823165 0.7 7966.2 64.0309462
200.5 2533.2272 292.355784 0.7 7966.2 64.0074183 519.835877 246.013853 0.7 7966.2 64.0074183
201 2576.09738 293.167304 0.7 7966.2 63.9838962 515.822597 246.201225 0.7 7966.2 63.9838962
201.5 2619.04056 293.982004 0.7 7966.2 63.9603764 512.042682 246.385419 0.7 7966.2 63.9603764
202 2662.04478 294.79975 0.7 7966.2 63.9368553 508.487866 246.566565 0.7 7966.2 63.9368553
202.5 2705.09848 295.620418 0.7 7966.2 63.9133293 505.150253 246.744791 0.7 7966.2 63.9133293
203 2748.19046 296.443884 0.7 7966.2 63.8897948 502.022298 246.920217 0.7 7966.2 63.8897948
203.5 2791.30988 297.270034 0.7 7966.2 63.8662483 499.096798 247.092959 0.7 7966.2 63.8662483
204 2834.44624 298.098756 0.7 7966.2 63.8426861 496.366875 247.263127 0.7 7966.2 63.8426861
204.5 2877.58936 298.929945 0.7 7966.2 63.8191047 493.825968 247.430829 0.7 7966.2 63.8191047
205 2920.72938 299.763497 0.7 7966.2 63.7955004 491.467815 247.596166 0.7 7966.2 63.7955004
205.5 2963.85675 300.599316 0.7 7966.2 63.7718697 489.286442 247.759234 0.7 7966.2 63.7718697
206 3006.9622 301.437309 0.7 7966.2 63.7482088 487.276153 247.920128 0.7 7966.2 63.7482088
206.5 3050.03675 302.277385 0.7 7966.2 63.7245141 485.431515 248.078937 0.7 7966.2 63.7245141
207 3093.07168 303.119459 0.7 7966.2 63.700782 483.747349 248.235746 0.7 7966.2 63.700782
207.5 3136.05852 303.963449 0.7 7966.2 63.6770087 482.218717 248.390637 0.7 7966.2 63.6770087
208 3178.98907 304.809277 0.7 7966.2 63.6531905 480.840911 248.543688 0.7 7966.2 63.6531905
208.5 3221.85536 305.656866 0.7 7966.2 63.6293237 479.609445 248.694975 0.7 7966.2 63.6293237
209 3264.64961 306.506146 0.7 7966.2 63.6054044 478.520043 248.84457 0.7 7966.2 63.6054044
209.5 3307.36432 307.357046 0.7 7966.2 63.5814288 477.568629 248.992542 0.7 7966.2 63.5814288
210 3349.99214 308.2095 0.7 7966.2 63.5573931 476.75132 249.138956 0.7 7966.2 63.5573931
210.5 3392.52596 309.063445 0.7 7966.2 63.5332934 476.064414 249.283876 0.7 7966.2 63.5332934
211 3434.95884 309.91882 0.7 7966.2 63.5091258 475.504387 249.427364 0.7 7966.2 63.5091258
211.5 3477.28403 310.775566 0.7 7966.2 63.4848862 475.067877 249.569478 0.7 7966.2 63.4848862
212 3519.49495 311.633626 0.7 7966.2 63.4605707 474.751686 249.710273 0.7 7966.2 63.4605707
212.5 3561.58521 312.492947 0.7 7966.2 63.4361752 474.552763 249.849804 0.7 7966.2 63.4361752
213 3603.54856 313.353477 0.7 7966.2 63.4116955 474.468205 249.988122 0.7 7966.2 63.4116955
213.5 3645.3789 314.215166 0.7 7966.2 63.3871275 474.495246 250.125276 0.7 7966.2 63.3871275
214 3687.07031 315.077966 0.7 7966.2 63.362467 474.631252 250.261316 0.7 7966.2 63.362467
214.5 3728.61699 315.941831 0.7 7966.2 63.3377096 474.873714 250.396285 0.7 7966.2 63.3377096
215 3770.01329 316.806717 0.7 7966.2 63.3128511 475.220245 250.530229 0.7 7966.2 63.3128511
215.5 3811.25367 317.672581 0.7 7966.2 63.2878869 475.668571 250.66319 0.7 7966.2 63.2878869
216 3852.33275 318.539382 0.7 7966.2 63.2628126 476.21653 250.795209 0.7 7966.2 63.2628126
216.5 3893.24526 319.40708 0.7 7966.2 63.2376237 476.862063 250.926325 0.7 7966.2 63.2376237
217 3933.98605 320.275638 0.7 7966.2 63.2123154 477.603212 251.056576 0.7 7966.2 63.2123154
217.5 3974.55007 321.145019 0.7 7966.2 63.1868832 478.438117 251.185998 0.7 7966.2 63.1868832
218 4014.9324 322.015187 0.7 7966.2 63.161322 479.365006 251.314627 0.7 7966.2 63.161322
218.5 4055.12822 322.886108 0.7 7966.2 63.1356271 480.382199 251.442497 0.7 7966.2 63.1356271
219 4095.13281 323.75775 0.7 7966.2 63.1097935 481.488098 251.569639 0.7 7966.2 63.1097935
219.5 4134.94156 324.63008 0.7 7966.2 63.0838161 482.681187 251.696086 0.7 7966.2 63.0838161
220 4174.54994 325.503068 0.7 7966.2 63.0576897 483.960027 251.821869 0.7 7966.2 63.0576897
220.5 4213.95353 326.376684 0.7 7966.2 63.0314091 485.323253 251.947016 0.7 7966.2 63.0314091
221 4253.14799 327.250899 0.7 7966.2 63.0049687 486.769574 252.071556 0.7 7966.2 63.0049687
221.5 4292.12907 328.125685 0.7 7966.2 62.9783632 488.297765 252.195517 0.7 7966.2 62.9783632
222 4330.8926 329.001017 0.7 7966.2 62.9515868 489.906669 252.318925 0.7 7966.2 62.9515868
222.5 4369.43451 329.876867 0.7 7966.2 62.9246338 491.595191 252.441807 0.7 7966.2 62.9246338
223 4407.75079 330.753211 0.7 7966.2 62.8974984 493.362301 252.564186 0.7 7966.2 62.8974984
223.5 4445.83753 331.630024 0.7 7966.2 62.8701745 495.207024 252.686087 0.7 7966.2 62.8701745
224 4483.69086 332.507282 0.7 7966.2 62.8426559 497.128445 252.807533 0.7 7966.2 62.8426559
224.5 4521.30703 333.384963 0.7 7966.2 62.8149364 499.125704 252.928547 0.7 7966.2 62.8149364
225 4558.68233 334.263044 0.7 7966.2 62.7870095 501.197994 253.049152 0.7 7966.2 62.7870095
225.5 4595.81313 335.141504 0.7 7966.2 62.7588684 503.34456 253.169367 0.7 7966.2 62.7588684
226 4632.69587 336.020321 0.7 7966.2 62.7305066 505.564697 253.289215 0.7 7966.2 62.7305066
226.5 4669.32705 336.899476 0.7 7966.2 62.7019169 507.85775 253.408715 0.7 7966.2 62.7019169
227 4705.70325 337.778947 0.7 7966.2 62.6730922 510.22311 253.527886 0.7 7966.2 62.6730922
227.5 4741.82111 338.658717 0.7 7966.2 62.6440253 512.660218 253.646748 0.7 7966.2 62.6440253
228 4777.67732 339.538766 0.7 7966.2 62.6147085 515.168555 253.76532 0.7 7966.2 62.6147085
228.5 4813.26865 340.419076 0.7 7966.2 62.5851341 517.74765 253.883618 0.7 7966.2 62.5851341
229 4848.59192 341.299628 0.7 7966.2 62.5552942 520.397074 254.001661 0.7 7966.2 62.5552942
229.5 4883.644 342.180406 0.7 7966.2 62.5251805 523.11644 254.119465 0.7 7966.2 62.5251805
230 4918.42185 343.061393 0.7 7966.2 62.4947847 525.905404 254.237047 0.7 7966.2 62.4947847
230.5 4952.92246 343.942572 0.7 7966.2 62.4640981 528.763662 254.354424 0.7 7966.2 62.4640981
231 4987.14289 344.823926 0.7 7966.2 62.4331118 531.690951 254.471611 0.7 7966.2 62.4331118
231.5 5021.08024 345.70544 0.7 7966.2 62.4018165 534.687046 254.588624 0.7 7966.2 62.4018165
232 5054.73169 346.587099 0.7 7966.2 62.3702029 537.751765 254.705477 0.7 7966.2 62.3702029
232.5 5088.09445 347.468887 0.7 7966.2 62.3382611 540.884962 254.822185 0.7 7966.2 62.3382611
233 5121.16581 348.35079 0.7 7966.2 62.3059812 544.086532 254.938763 0.7 7966.2 62.3059812
233.5 5153.94308 349.232792 0.7 7966.2 62.2733527 547.356407 255.055224 0.7 7966.2 62.2733527
234 5186.42366 350.114881 0.7 7966.2 62.240365 550.69456 255.171583 0.7 7966.2 62.240365
234.5 5218.60496 350.997041 0.7 7966.2 62.2070069 554.101 255.287852 0.7 7966.2 62.2070069
235 5250.48449 351.87926 0.7 7966.2 62.1732671 557.575779 255.404045 0.7 7966.2 62.1732671
235.5 5282.05977 352.761523 0.7 7966.2 62.1391337 561.118983 255.520175 0.7 7966.2 62.1391337
236 5313.32839 353.643818 0.7 7966.2 62.1045947 564.730741 255.636255 0.7 7966.2 62.1045947
236.5 5344.288 354.526131 0.7 7966.2 62.0696373 568.411221 255.752295 0.7 7966.2 62.0696373
237 5374.93626 355.40845 0.7 7966.2 62.0342486 572.160631 255.86831 0.7 7966.2 62.0342486
237.5 5405.27094 356.290763 0.7 7966.2 61.998415 575.979219 255.984311 0.7 7966.2 61.998415
238 5435.28981 357.173056 0.7 7966.2 61.9621225 579.867276 256.100308 0.7 7966.2 61.9621225
238.5 5464.9907 358.055319 0.7 7966.2 61.9253567 583.825134 256.216315 0.7 7966.2 61.9253567
239 5494.37152 358.937538 0.7 7966.2 61.8881026 587.85317 256.332342 0.7 7966.2 61.8881026
239.5 5523.43018 359.819702 0.7 7966.2 61.8503447 591.951804 256.4484 0.7 7966.2 61.8503447
240 5552.16468 0.701800134 0.7 7966.2 61.8120667 596.121502 256.5645 0.7 7966.2 61.8120667
240.5 5580.57306 1.5838198 0.7 7966.2 61.773252 600.362776 256.680653 0.7 7966.2 61.773252
241 5608.65338 2.46575001 0.7 7966.2 61.7338832 604.676186 256.796869 0.7 7966.2 61.7338832
241.5 5636.4038 3.34757952 0.7 7966.2 61.6939422 609.062343 256.913159 0.7 7966.2 61.6939422
242 5663.82248 4.22929721 0.7 7966.2 61.6534104 613.521909 257.029533 0.7 7966.2 61.6534104
242.5 5690.90767 5.1108921 0.7 7966.2 61.6122682 618.055598 257.146001 0.7 7966.2 61.6122682
243 5717.65764 5.99235329 0.7 7966.2 61.5704954 622.664182 257.262572 0.7 7966.2 61.5704954
243.5 5744.07073 6.87366999 0.7 7966.2 61.5280709 627.348488 257.379258 0.7 7966.2 61.5280709
244 5770.14531 7.7548315 0.7 7966.2 61.4849727 632.109405 257.496067 0.7 7966.2 61.4849727
244.5 5795.87983 8.63582721 0.7 7966.2 61.441178 636.947883 257.613009 0.7 7966.2 61.441178
245 5821.27275 9.51664659 0.7 7966.2 61.3966631 641.864939 257.730094 0.7 7966.2 61.3966631
245.5 5846.32263 10.3972792 0.7 7966.2 61.351403 646.861658 257.84733 0.7 7966.2 61.351403
246 5871.02805 11.2777145 0.7 7966.2 61.305372 651.939198 257.964727 0.7 7966.2 61.305372
246.5 5895.38765 12.1579424 0.7 7966.2 61.258543 657.098793 258.082294 0.7 7966.2 61.258543
247 5919.40011 13.0379524 0.7 7966.2 61.2108878 662.341755 258.20004 0.7 7966.2 61.2108878
247.5 5943.0642 13.9177343 0.7 7966.2 61.162377 667.669482 258.317973 0.7 7966.2 61.162377
248 5966.37871 14.797278 0.7 7966.2 61.1129798 673.083461 258.436103 0.7 7966.2 61.1129798
248.5 5989.34251 15.6765732 0.7 7966.2 61.062664 678.585272 258.554438 0.7 7966.2 61.062664
249 6011.9545 16.5556098 0.7 7966.2 61.011396 684.176593 258.672987 0.7 7966.2 61.011396
249.5 6034.21367 17.4343776 0.7 7966.2 60.9591405 689.859212 258.791758 0.7 7966.2 60.9591405
250 6056.11905 18.3128666 0.7 7966.2 60.9058607 695.635025 258.91076 0.7 7966.2 60.9058607
250.5 6077.66972 19.1910666 0.7 7966.2 60.8515178 701.506048 259.030001 0.7 7966.2 60.8515178
251 6098.86485 20.0689675 0.7 7966.2 60.7960712 707.474424 259.149488 0.7 7966.2 60.7960712
251.5 6119.70366 20.9465592 0.7 7966.2 60.7394785 713.54243 259.269231 0.7 7966.2 60.7394785
252 6140.18543 21.8238315 0.7 7966.2 60.6816948 719.712488 259.389237 0.7 7966.2 60.6816948
252.5 6160.30952 22.7007743 0.7 7966.2 60.6226733 725.987173 259.509514 0.7 7966.2 60.6226733
253 6180.07535 23.5773774 0.7 7966.2 60.5623647 732.369225 259.63007 0.7 7966.2 60.5623647
253.5 6199.48241 24.4536305 0.7 7966.2 60.5007169 738.861558 259.750912 0.7 7966.2 60.5007169
254 6218.53028 25.3295235 0.7 7966.2 60.4376752 745.467277 259.87205 0.7 7966.2 60.4376752
254.5 6237.2186 26.2050459 0.7 7966.2 60.3731823 752.189686 259.993489 0.7 7966.2 60.3731823
255 6255.54711 27.0801873 0.7 7966.2 60.3071772 759.032309 260.115238 0.7 7966.2 60.3071772
255.5 6273.5156 27.9549375 0.7 7966.2 60.239596 765.998904 260.237304 0.7 7966.2 60.239596
